# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# WT_Hyli_AS - raw Hyli antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hyli_S - raw Hyli sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_AS - raw Hywi antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_S - raw Hywi sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_AS - raw Hyli antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_S - raw Hyli sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_AS - raw Hywi antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_S - raw Hywi sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
#
#----------------------------------------------------------------------------
#
ID	WT_Hyli_AS	WT_Hyli_S	WT_Hywi_AS	WT_Hywi_S	Colch_Hyli_AS	Colch_Hyli_S	Colch_Hywi_AS	Colch_Hywi_S
t38638aep	0	0	0	0	0	0	0	0
t38645aep	0	0	0	0	0	0	0	0
t38636aep	0	27	0	20	0	0	0	28.64
t38630aep	0	152.33	3	2.65	0	13.24	0	0
t38647aep	0	54	0	0	0	29	1.21	5
t38646aep	0	23	0	14	0	37	0	14
t38643aep	0	0	0	0	0	0	2	0
t38634aep	0	0	0	0	0	0	0	2
t38639aep	0	0	0	0	0	0	0	0
t38631aep	0	0	0	0	0	0	0	0
t37013aep	0	0	0	2	0	0	0	0
t38632aep	0	5	0	3	0	0	0	0
t38648aep	0	0	0	0	0	0	0	0
t38644aep	0	87	0	2	0	8	0	0
t34435aep	0	0	0	0	0	0	0	2
t34431aep	0	4	0	2	0	0	0	1
t34434aep	0	4	0	10	0	7	0	24
t34438aep	0	0	0	0	0	0	0	0
t34436aep	0	50	0	59	0	34	0	176
t34437aep	0	0	0	0	0	0	0	0
t34433aep	0	2	0	14	0	0	0	9
t34432aep	2	6	0	18	0	5	0	11
t34426aep	0	4	0	3	0	1	0	0
t34428aep	0	27	0	2	0	0	1	1
t34430aep	0	148.95	0	24	0	33	0	69
t34429aep	0	40	0	15	0	54	0	17
t34427aep	180	0	117	0	394.99	0	168	0
t31843aep	0	0	0	0	0	0	0	97.38
t31846aep	0	0	0	0	0	0	0	0
t31851aep	7.2	3308.84	244.07	18.27	0	6599.06	23.88	20.33
t31850aep	0	0	0	0	0	0	0	0
t31844aep	0	2	0	1	0	0	0	3
t31852aep	0	0	0.99	0	0	0	0	0
t31842aep	0	175.01	0	76	0	927	0	234
t31849aep	0	21	0	33	0	31.98	0	14
t31847aep	0	465.99	0	102	0	124.01	0	83
t31845aep	0	0	0	0	0	11	0.12	1
t31848aep	0	49	0	59	0	28	0	51
t34798aep	0	4	0	32	0	0	0	10
t34802aep	0	44	1.07	18	0	0	0	30
t34800aep	0	0	0	0	0	0	0	0
t34793aep	80.6	104.17	1071.06	6.73	6	19	50.26	0
t34796aep	0	1	0	1	0	0	0	1
t34792aep	0	3	0	2.8	0	0	0	0
t34801aep	0	0	0	0	0	0	0	0
t34803aep	1	1	0	2	0	2	0	0
t34791aep	64.77	666.46	346.75	4	0	9	0	1
t34790aep	0	22	0	44.63	0	49	0	20
t34797aep	0	6.76	16.78	0	2.22	0	400.37	0
t37011aep	0	0	0	0	0	0	0	0
t34795aep	0	96.1	0	6.98	0	0	0	5.96
t34794aep	0	3	0	9	0	8	0	3
t34799aep	0	0	0	0	0	0	0	0
t32481aep	0	58	0	63	0	75	0	112
t32471aep	0	0	0	0	0	0	0	0
t32473aep	0	3	0	1	0	0	0	0
t32482aep	0	0	0	1	0	3	0	2
t32474aep	14.01	53	91.61	15	27.18	15	93.91	0.41
t32479aep	0	0	0	0	0	0	0	0
t32478aep	0	0	0	0	0	0	0	0
t32475aep	0	26	0	3	0	22	0	21
t32469aep	0	8	0	0	0	193	23.38	45
t32477aep	0	0	0	0	31.97	0	0.96	0
t32472aep	0	285.88	2.71	2	0	0	1.2	0
t32480aep	24.44	274.97	503.67	0	48.09	7	554.07	0
t32470aep	0	0	0	0	0	4	0	3
t32483aep	2.49	3172.08	45.75	3	85.49	81.55	1798.3	7.45
t32476aep	0	0	0	0	0	0	0	0
t36971aep	27.45	3	0	5.94	0	0	0	0
t31232aep	191.96	2581.91	5247.52	11	20	179	2023.11	0
t31222aep	19.89	331	501.13	1	232.72	1201	6758.91	12.09
t31228aep	0	0	0	0	0	0	0	0
t31229aep	0	0	0	0	0	0	0	0
t31224aep	2752.09	1.99	6	0	36.35	0	0.95	0
t31223aep	4.92	15	12.88	0	0	5	0.91	0
t31220aep	271.41	3950.03	6167.3	25	66.99	106	1087.73	1
t35201aep	0	0	0	0	0	0	0	0
t31226aep	0	0	0	0	0	0	0	0
t31227aep	0	0	0	0	0	0	0	0
t31225aep	0	106	0	32.99	0	109	0	20
t31221aep	1.38	0	13.66	0	14.95	0	315.04	2
t31230aep	0	3	0	22	0	4	0	92
t31231aep	0	9	0	18	0	3	0	119
t36649aep	0	0	0	0	0	0	0	0
t36662aep	0	0	1	0	14	0	3	0
t36664aep	0	4502.58	33.5	8	0.96	72	91.87	0
t36658aep	1725.43	72	2	1052.68	759.89	108	1	2460
t35200aep	0	0	0	0	0	0	0	0
t36661aep	0	1	0	0	0	0	0	6
t36656aep	0	3	0	32	0	0	0	8
t36652aep	0	0	0	0	0	0	0	0
t36651aep	0	0	0	4	0	0	0	0
t36655aep	4.04	6	2.52	0	297.93	0	2186.37	1
t36659aep	0	45	0	10	0	8	0	5
t36660aep	186.64	42	11.93	320.34	47.43	0	0	12
t36653aep	0	0	0	0	0	0	0	0
t36650aep	0	0	0	5	0	1	0	17
t36663aep	0	1	0	0	0	0	0	0
t36654aep	866.11	358	25747.38	26	65	7	1458.63	0
t36657aep	8.66	0	37.02	0	64.98	0	622.2	0
t37819aep	0	0	0	0	0	0	0	0
t37815aep	0	0	0	0	0	0	0	0
t37810aep	0	6	0	83	0	0	0	8
t37812aep	568.79	38	1.96	827.92	28.11	0	0	32.99
t37808aep	0	0	0	0	0	0	0	0
t37814aep	0	2	0	3	0	19	0	7
t37809aep	0	0	0	0	0	0	0	0
t37817aep	0	1242	0	129.02	0	292	0	47
t37818aep	0	3162.43	0	1630.49	0	1419	0	2467.47
t37816aep	0	68	0	227	0	145	0	2158.99
t37813aep	21.31	403.6	853.77	0	0	2	200.36	0
t37811aep	0	0	0	0	0	0	0	0
t32270aep	1523.42	5	88.76	46.99	47.83	0	87.32	4
t32259aep	0	0	0	0	0	0	0	1
t32268aep	0	0	0	0	0	0	0	0
t32256aep	0.98	93	0	0	0	0	1	0
t32260aep	0	0	0	0	0	0	0	1
t32265aep	0	2	0	0	0	0	0	2
t32271aep	0	0	0	0	0	0	0	0
t32264aep	2	12	1	0	0	49	403.3	19
t32253aep	0	41	0	0	0	3	0	2
t32254aep	0	0	0	0	0	0	0	0
t32261aep	0	1	0	0	0	0	0	5.19
t32266aep	0	4	0	6	0	4	0	7.53
t32269aep	0	35.66	0	9	0	11	0	4
t32255aep	0	3	0	4	0	7	0	15
t32258aep	0	5	0	8	0	16	0	17
t32263aep	0	176	0	13	0	33	0	30
t32262aep	0	0	0	0	0	0	0	0
t32257aep	0	3.5	0	0	0	0	0.53	0
t32267aep	2.01	5	10.16	8	0	22	0.74	7
t35083aep	0	0	0	0	0	0	0	0
t35080aep	0	1	0	5	0	4	1.04	1
t35077aep	19.05	32	201	53.94	59.04	33	2319.18	3
t35089aep	0	4	0	3	0	8	0	2
t35087aep	0	7	0	12	0	18	0	46
t35085aep	347	0	43	0	357	0	32	0
t35082aep	0	103	0	114	0	27	0	142.99
t35074aep	0	0	0	0	0	0	0	0
t35081aep	0	0	0	1	0	110	55.35	0
t35076aep	0	4	0	7	0	0	2	15
t35084aep	0	0	0	0	0	0	0	0
t35078aep	0	6	0	0	0.84	0	32.23	0
t35075aep	0	4	0	2	0	0	0	7
t35086aep	0	13	0	8	0	12	0	1
t35088aep	0	0	0	0	0	0	0	0
t35079aep	0	7	0	1	0	0	0	0
t35552aep	0	23	0	23	0	0	0	18
t35556aep	0	8	0	13	0	0	0	20
t35546aep	0	0	0	0	0	0	0	0
t35545aep	24.95	19247.71	36.52	5629.54	0	2057.95	0	39151.39
t35549aep	0	6	0	0	0	73	0	1
t35544aep	0	0	0	0	0	0	0	0
t35554aep	0	0	0	0	0	0	0	0
t35555aep	0	0	0	4	0	0	0	0
t35551aep	0	0	0	0	0	0	0	0
t35553aep	5.19	3	29.75	0	9.6	0	27.65	0
t35547aep	0	1	0	1	0	0	0	0
t35542aep	1.43	0	0	0	0	0	0	0
t35558aep	0	52	0	17	0	19	0	17
t35548aep	347.72	38.97	448.81	17	23.91	4	20.45	0
t35550aep	1765.77	93137.37	58260.14	202	320.37	4486.85	5195.58	8
t35543aep	0	0	0.99	0	0	0	0	0
t35557aep	0	1	0	0	0	0	0	0
t36400aep	0	2	0	1	0	0	0	0
t36398aep	0	0	0	0	0	0	0	0
t36394aep	397.73	27	31.51	147	0	0	0	1
t36397aep	0	3	0	0	0	7	0	2
t36395aep	0	0	0	0	0	0	0	0
t35198aep	0	0	0	0	0	0	0	0
t36396aep	0	3081.27	0	13	0	15.09	4.99	2
t36392aep	0	20	0	37	0	7	0	62
t36388aep	0	0	0	0	0	5.92	0	0
t36389aep	0	0	0	0	0	0	0	0
t36390aep	0	0	0	0	0	0	0	0
t36399aep	0	0	0	0	0	0	0	0
t36391aep	0	4	0	6.32	0	0	0	7
t36393aep	0	0	0	0	0	0	0	0
t36386aep	0	0	0	0	0	0	0	0
t36387aep	9.72	5079.89	4.36	1901.45	0	222.3	0	10177.89
t36385aep	146.39	3635.16	2414.19	51	9	642	64.61	10
t35410aep	0	0	0	0	0	0	0	0
t35409aep	0	0	0	0	0	0	4.44	0
t35400aep	0	0	0	0	0	0	0	0
t35401aep	0	4	0	1	0	27	0	1
t35413aep	0	0	0	0	0	0	0	0
t35414aep	0	0	0	0	0	0	0	0
t35412aep	101.17	195	2349.79	13	3.44	14	263.83	0
t35415aep	0	0	0	0	0	0	0	0
t35399aep	0	0	0	0	0	0	0	0
t35403aep	0	1	0	3	0	0	0	0
t35402aep	0	0	0	0	0	0	0	0
t35398aep	0	0	0	0	0	0	0	0
t35404aep	0	0	0	0	0	0	0	0
t35405aep	93.3	38.06	1479.19	0.96	16.8	8.19	172.5	0
t35411aep	0	9	0	12	0	11	0	11
t35396aep	0	31	0	2	0	41.97	0	19
t35406aep	0	0	0	0	0	0	0	0
t35397aep	359.39	55.13	2085.04	0	606.64	8.28	2246.04	0
t35408aep	0	7	0	31	0	0	7.93	14
t35407aep	13.92	2031.96	76.62	3	2.05	58	119.39	0
t33707aep	863.07	0	2	108	60.84	0	17.97	3
t33698aep	0	73	0	6	0	0	2.06	0
t33699aep	0	0	0	4	0	1	0	1
t33712aep	0	0	0	0	0	0	0	0
t33711aep	0	0	0	7	0	0	0	3
t33701aep	0	0	0	17	0	0	0	4
t33710aep	0	159	1.97	23	0	0	0	3
t33697aep	0	0	0	4	0	0	0	0
t33700aep	0	0	0	0	0	0	0	0
t33694aep	1.06	41.14	0	9.93	0	3	0	22.63
t35199aep	0	1	0	33	0	7	0	31
t33696aep	0	0	0	1	0	0	0	0
t33708aep	0	0	0	2	0	0	0	1
t33709aep	4782.19	1838.99	9930.33	470	185.29	160	523.58	18
t33703aep	39.99	209	387.79	0	17.98	100	122.5	0
t33704aep	38.97	401	1496.16	6	49.78	921	923.28	2
t33705aep	0	9	0	2	0	0	0	1
t33706aep	0	0	0	1	0	0	0	0
t33695aep	0	9	0	3	0	15	0	2
t33702aep	0	0	0	0	0	0	0	9
t35852aep	0	0	0	0	0	0	0	0
t35845aep	0	4	0	0	0	98	0	0
t35851aep	0	4	0	12	0	11	0	22
t35065aep	0	0	0	0	0	0	0	0
t35849aep	0	0	0	0	0	0	0	0
t35070aep	0	0	0	0	0	0	0	0
t35840aep	0	4	0	10	0	19	0	7
t35843aep	0	0	0	0	0	0	0	0
t35854aep	0	2	0	2	0	0	0	0
t35853aep	0	4	0	0	0	0	0	0
t35848aep	0	3	0	35	0	2.99	0	9
t35844aep	0	2.54	0	3	0	0	2	0
t35839aep	154.95	389	3004.23	13	66.92	550	487.39	225.31
t35842aep	1750.77	578.86	39.33	0	650.49	4	1324.02	69
t35838aep	4.77	5	19.99	0	1315.49	0	2485.24	0
t35846aep	0	4	0	5	0	0	0	2
t35841aep	0	0	0	0	0	0	0	0
t35850aep	0	0	0	0	0	0	0	0
t35847aep	0	37	0	23	0	51	0	69
t35203aep	0	0	0	0	0	0	0	0
t35211aep	0	0	0	0	0	0	0	0
t35206aep	11.98	113	128.7	9	21.99	15	168.71	1
t35212aep	0	0	0	0	0	0	0	0
t35216aep	0	0	1	0	11	0	15.31	2
t35208aep	0	31	0	56	0	8	0	51.98
t35210aep	0	74.62	5.96	23.87	0	2.74	0	6.85
t35207aep	0	1	0	0	0	0	0	0
t35215aep	0	39	0	93	0	99	0	227
t35066aep	0	0	0	0	0	0	0	0
t35204aep	2	2	0	4	0	0	0	11
t35218aep	151.96	667.11	4354.78	3.8	25.23	147.95	222.38	0
t35214aep	14.87	107	314.92	0	14.61	3	35.35	0
t35205aep	0	3	0	0	0	0	1	0
t35213aep	0	0	0	0	0	0	0	0
t35217aep	0	38	0	7	0	12	0	2
t35209aep	11.82	7	61.55	0	61.07	15	457.51	1
t35202aep	0	0	0	0	0	0	0	0
t37320aep	0	9.43	0	63.55	0	18	0	48.24
t37316aep	0	4	0	13.45	0	23	0	21
t37317aep	0	3	0	0	0	0	0	11
t37318aep	0	17	0	0	0	0	0	1
t37319aep	0	0	0	1	0	9	0	7
t37313aep	226	321	1936.72	23	193	8	4325.35	5
t37315aep	202.44	291.97	5652.39	17.91	32	1	581.54	0
t37321aep	0	0.97	0	0	0	4	0	41.42
t37311aep	0	0	0	0	0	0	0	0
t37312aep	0	0	0	0	0	11.99	0	5
t37314aep	0	0	0	0	0	0	0	0
t37324aep	0	0	0	0	0	0	0	0
t37322aep	0	0	0	0	0	0	0	0
t37326aep	0	0	0	0	0	0	0	0
t35071aep	0	0	0	0	0	0	0	0
t37325aep	0	0	0	0	0	0	0	0
t37323aep	11.56	37	50.63	2	21.02	0	133.2	0
t36969aep	0	6	0	2	0	27	0	1
t32622aep	0	24.71	0	25	0	27	0	23
t32614aep	0	0	0	0	0	0	0	0
t32626aep	0	0	0	0	0	0	0	0
t32620aep	0	8.37	0	20.52	0	15.96	0	291.69
t32627aep	0	0	0	0	0	0	0	0
t32615aep	0	9	0	45	0	48	0	118
t32630aep	0	4	0	11	0	0	0	0
t32629aep	0	0	0	0	0	0	0	0
t32631aep	0	0	0	7	0	0	0	0
t32623aep	0	10	0	4	0	9	0	1
t32612aep	0	6	0	8	0	0	3.35	9
t32632aep	0	1	0	1	0	0	0	0
t32624aep	0	0	0	0	0	0	0	0
t32625aep	0	0	0	0	0	0	0	0
t32611aep	75.49	164.98	808.76	1	14	12	88.56	0
t32610aep	0	0	0	0	0	0	0	0
t32613aep	0	0	0	0	0	0	0	0
t32618aep	0	6.61	0	0	0	45	0	0
t32621aep	0	0	0	0	0	0	0	0
t32619aep	0	13	0	0	0	0	13.98	1
t32633aep	0	45	0	50	0	10	0	23
t32628aep	0	0	0	0	0	0	0	0
t32616aep	0	22	0	54	0	0	0	17
t32617aep	0	3	0	4	0	0	0	3
t35073aep	0	0	0	0	0	0	0	0
t33646aep	0	0	0	0	0	0	0	0
t33662aep	0	0	0	0	0	0	0	0
t33654aep	0	0	0	0	0	0	0	0
t33656aep	0	0.99	0	0	0	0	0	0
t33645aep	0	2	0	103	0	1	0	48
t33652aep	0	0	0	0	0	14.79	0	0
t33655aep	0	0	0	0	0	0	0	0
t33647aep	0	7	0	0	0	4	0	13.99
t33641aep	0	89	0	11	0	345	0	32
t33660aep	0	0	2.55	0	0	0	0	0
t33651aep	2	2	10	0	0	0	0	0
t33657aep	0	5	0	7	0	0	0	3
t33659aep	0	0	0	0	0	0	0	0
t33649aep	0	0	0	0	0	0	0	0
t33648aep	0	10	0	16.24	0	18	0	30.87
t33644aep	0	34	0	6	0	12	0	20
t33661aep	0	0	0	0	0	0	0	0
t33658aep	0	0	0	0	0	0	0	0
t33653aep	16.49	175	188.27	6	31.99	152	402.25	0
t33650aep	0	1	0	34	0	0	0	0
t33642aep	0	0	0	0	0	0	0	0
t33643aep	0	0	0	0	0	0	0	0
t37955aep	0	0	0	0	0	0	0	0
t37963aep	0	0	0	0	5.56	0	0	0
t35069aep	0	0	0	0	0	0	0	0
t37958aep	0	0	0	0	0	0	0	0
t37959aep	0	1	0	0	0	0	0	0
t37951aep	5.79	1	0	30.98	0	0	0	9
t37962aep	0	0	0	0	0	0	0	0
t37954aep	0	0	0	11	0	6	0	44
t37952aep	25.98	173.98	312.55	0.97	75.35	62	1691.64	4
t37957aep	124290.71	72	213.17	30	13109.06	7	23.57	0
t37961aep	0	13	0	9.08	0	0	0	47
t37949aep	1531.84	8.15	12.79	59.11	7.99	0	89.65	1
t37950aep	0	46.51	138.3	28.28	7.99	0	0	0
t37953aep	0	0	0	0	0	0	0	0
t37965aep	0	0	0	2	0	0	0	2
t37956aep	1.48	48.78	45.07	3	0	0	0.86	0
t37964aep	0	0	0	0	0	0	0	0
t37948aep	0	70	0	131	0	93	0	236.55
t37960aep	0	2	0	30	0	0	0	18
t35068aep	1085.29	42	37.67	1345	84.98	8	14.65	66.7
t31825aep	0	10	0	4	0	9	0	3
t31829aep	0	49	0	48	0	119.95	0	63
t31828aep	0	0	0	0	0	0	0	0
t31820aep	0	0	0	0	0	0	0	0
t31824aep	0	117	0	112	0	65	0	57
t31827aep	0	0	0	0	0	0	0	0
t31830aep	2	55	23	23	4	18	32.76	0
t31823aep	364.03	0	0	0	44.92	0	0	2
t31821aep	0	2	8.53	0	1.96	0	7.42	0
t31819aep	0	27	0	28	0	15	0	119
t31822aep	0	0	0	0	0	0	0	0
t31826aep	0	0	0	0	0	0	0	0
t31818aep	0	0	0	2	0	56	0	1
t31817aep	0	0	0	0	0	0	0	0
t32428aep	0	0	0	0	0	0	0	0
t32429aep	0	1	0	48.32	0	0	0	0
t32430aep	0	0	0	0	0	0	0	0
t32417aep	0	1	0	0	0	0	0	14
t32418aep	0	0	0	6	0	0	0	8
t32411aep	0	0	0	1	0	0	0	1
t35072aep	0	3	0	4	0	0	0	0
t32420aep	0	13	0	5	0	9	0	2
t32421aep	0	5	0	72	0	20	0	45
t32425aep	0	116	0	87	0	102	0	109
t32422aep	0	13	0	1	0	4	0	3
t32427aep	0	3	0	12	0	53	0	143
t32412aep	0	2	0.31	9	0	0	2.35	6
t32423aep	0	15	0	52	0	20	0	445
t32416aep	0	11	0	4	0	0	0	0
t32414aep	0	0	0	0	0	0	0	0
t32415aep	0	0	0	0	0	0	0	0
t32413aep	0	32	0	18	0	63	0	44
t32424aep	0	0	0	0	0	0	0	0
t32426aep	0	0	0	0	0	0	0	1
t32419aep	108.94	1467.66	234.98	10.05	37.84	135.78	97.08	7.48
t36940aep	0	1	0	1	0	7	0	0
t36941aep	0	0	0	0	0	0	0	0
t36953aep	1.1	126	0	34	0	817	0	44.92
t36948aep	0	4	0	52	0	9	0	3
t36951aep	0	0	0	0	0	0	0	0
t36945aep	522.88	3	26.97	90.99	76.85	0	133.9	18
t36952aep	721.85	90	98	1743.1	447.41	7.29	16.99	52
t36939aep	643.63	23	21.89	50.64	88.93	0	67.04	8
t36944aep	0	19	0	10.99	0	25	0	38
t36946aep	0	53	0	4	0	16	0	22
t36950aep	0	0	0	0	0	0	0	0
t36942aep	0	0	0	0	0	0	0.07	0
t36943aep	0	0	0	0	0	0	0	0
t36938aep	0	3	0	0	0	5	0	6
t36949aep	0	0	0	6	0	0	0	0
t36947aep	0	0	0	0	0	0	0	0
t33897aep	2077.34	50	665.82	0	35.66	7	29.07	2
t33896aep	0	0	0	0	0	0	0	0
t33902aep	0	1	0	4	0	0	0	0
t33894aep	0	0	0	0	0	0	0	0
t33906aep	0	0	0	0	0	0	0	0
t33893aep	0	1	0	0	0	8	0	0
t33898aep	0	0	0	0	0	0	0	0
t33905aep	19165.06	2	81.03	26	2973.51	112	19.33	6054
t33899aep	0	1	0	0	0	0	0	0
t33903aep	0	1	0	4	0	0	0	0
t33901aep	80.53	1709.95	117.88	993.76	0	440.84	1.31	5623.56
t33904aep	0	33	1	16	0	9	0	15
t33900aep	0	16	0	32	0	7	0	4
t33907aep	0	24	0	25	0	12	0	34
t33895aep	0	18	0	7	0	8	0	1
t35067aep	0	0	0	0	0	0	0	0
t33619aep	5	26	0	41	0	35	0	45
t33621aep	0	0	0	0	0	0	0	0
t33624aep	2311.65	123	148.58	733.8	144.05	7	78.73	47
t33623aep	0	5	0	14	0	0	0	0.99
t32091aep	0	1	0	0	0	0	0	0
t33628aep	16.53	20	105.99	24.9	36.88	6	256.49	10
t33627aep	0	31	0	12	0	17	0	12.98
t33622aep	0	1	0	0	0	0	0	0
t33617aep	0	0	0	0	0	0	0	0
t33618aep	0	0	0	0	0	0	0	0
t33620aep	0	1	0	0	0	0	0	6
t33626aep	0	46	0	73	0	607.73	0	1358
t33625aep	0	0	1.47	0	0	0	0	3
t36961aep	0	3	0	1	0	0	0	6
t31714aep	9.48	2262.09	0	692.3	0	314.63	0	6198.58
t31715aep	0	0	0	0	0	0	0	0
t31716aep	0	3	0	10	0	0	0	0
t31709aep	0	0	0	0	0	19.38	0	1.91
t31713aep	0	58	0	254.99	0	59	0	275
t31721aep	0	1.49	1	0	0	0	0	0
t32092aep	0	0	0	0	0	0	0	0
t31718aep	0	0	0	0	0	0	0	0
t31720aep	0	0	0	0	0	0	0	0
t31719aep	0	28	0	13	0	93	0	20
t31710aep	0	43	0	85	0	16	0	258.97
t31712aep	0	0	0	0	0	0	0	0
t31717aep	0	0	0	0	0	0	0	0
t31711aep	31.93	940.28	101.49	13.41	5.12	31218.26	11.43	66.76
t33181aep	0	0	0	0	0	0	0	0
t33182aep	0	0	0	0	0	0	0	0
t33194aep	0	9	0	5	0	3	0	31
t33193aep	0	2	0	3	0	11	0	4
t33179aep	0	0	0	0	0	0	0	0
t33186aep	0	0	1	0	0	0	1	0
t33184aep	145.55	9604.87	3919.89	22	11	393	365.72	0
t33180aep	0	0	0	0	0	0	0	0
t33185aep	94.83	5	45.43	71	91.88	7	36.03	32.52
t33183aep	0	11	0	17	0	1	0	3
t33195aep	0	2	0	4	0	11	0	5
t33187aep	0	0	0	0	0	0	0	0
t33189aep	0	0	0	0	0	0	0	0
t33190aep	0	0	0	0	0	0	0	0
t33188aep	0	43	0	106.12	0	129	0	391.02
t33191aep	0	1	0	5	0	35	0	8
t33196aep	0	0	0	0	0	0	4.82	0
t33192aep	1.53	0	0	10.5	0	0	0	0.5
t37636aep	0	4	0	71.08	0	30.24	0	41.86
t37632aep	0	2	0	5	0	4	0	24
t37635aep	10.46	3054.99	336.96	21.31	77.72	114	1780.91	4.14
t37624aep	0	7	0	2	0	21	0	0
t37628aep	38.6	5	10	31	6.05	0	4.04	0
t37631aep	29.4	174	214.62	0	39.1	0	1590.84	0
t37630aep	0	0	0	0	0	0	0	0
t37623aep	0	33	0	2	0	0	0	0
t37621aep	0	0	0	0	0	0	0	0
t37633aep	9.09	29	142.67	1	0	567	155.22	6
t37626aep	804.86	709	14016.6	3	135	45	1228.83	0
t37622aep	0	3	0	6	0	3.99	0	1.45
t37627aep	0	71	0	1	0	0	0	0
t37634aep	0	0	0	2	0	0	0	0
t37638aep	0	9.08	0	4.13	0	18.02	0	0
t37637aep	0	1	0	65	0	11	0	30
t37625aep	0	205	0	6	0	29	0	1
t37629aep	68.29	150.17	1650	2	225.8	52	5782.06	5
t36963aep	0	33	0	9	0	0	0	3
t36576aep	5.22	0	0	1	0	0	0	21.5
t36577aep	14.04	0	4.99	1	0	0	2	21.5
t36579aep	0	0	0	0	0	0	0	1
t36586aep	13.88	40	98.66	3	0	0	20.98	0
t36584aep	0	21	0	3	0	1	43.1	5.99
t36582aep	0	0	0	0	0	13	0	1
t36578aep	0	4	0	0	0	0	0	0
t36574aep	0	0	0	0	0	0	0	0
t36575aep	0	0	0	0	0	0	0	0
t36583aep	0	47	0	14	0	29	0	55
t36588aep	2587.89	102	8.44	2060.18	2198.21	749	246.74	161.73
t36581aep	0	22	0	21	0	14	1	47.99
t36590aep	0	60	0	11	0	132	0	8
t36573aep	0	58	0	26	0	19	0	194
t36589aep	0	0	0	3	0	0	0	1
t36585aep	0	0	0	0	0	0	2	0
t36587aep	6468.56	8	33	31	8292.34	34	125.08	261.93
t36580aep	1681.91	95	0	85	0	5	0	42
t34754aep	0	23	0	9	0	10	0	14
t34760aep	0	3	0	2	0	9	0	5
t34762aep	0	4	0	7	0	0	0	1
t34761aep	90.73	896.95	2715.47	5	0	254	231.85	7
t34751aep	0	0	0	0	0	0	0	0
t34749aep	0	0	0	0	0	0	0	0
t34766aep	0	133	0	16	1.09	31.97	0	36.94
t34755aep	0	0	0	14	0	0	0	4
t34765aep	41.03	189	1689.58	11	35.96	35	143.29	3
t34750aep	0	0	0	0	0	0	0	0
t34757aep	0	0	0	0	0	0	0	0
t34753aep	0	0	0	1	0	0	0	1
t34759aep	0	304	0	12	0	72	0	9
t34758aep	0	0	0	0	0	0	0	0
t34752aep	105.94	496.1	2117.82	10	60.85	166	1215.05	0
t34764aep	0	34	0	44	0	4	0	16
t34756aep	0	0	0	0	0	0	0	0
t34763aep	0	12	0	25	0	31	0	58
t34577aep	0	1	0	6	0	0	0	0
t34568aep	157.12	35.17	4120.57	1.25	19.17	0	280.77	0
t34564aep	0	0	0	2	0	0	0	1
t34582aep	35	740	501.47	5	7	22	212.86	22
t34579aep	99.46	242.98	32.18	0	47.55	0	171.69	0
t34580aep	0	38	0	172	0	28.97	0	237
t34581aep	0	12	0	3	0	21	0	2
t34578aep	0	0	0	0	0	0	0	0
t34571aep	0	3	0	0	30.9	28	241.88	3
t34576aep	0	73.93	0	11	0	109.12	0	2
t34569aep	0	0	0	0	0	0	0	0
t34566aep	0	0	0	0	0	0	0	0
t34574aep	0	0	0	0	0	0	0	0
t34572aep	0	0	0	0	0	0	0	0
t34575aep	0	0	0	0	0	0	0	0
t34573aep	53.66	47.89	179.48	5	27.37	51	427.29	12.47
t34570aep	0	0	0	0	0	0	0	0
t34565aep	0	0	0	0	0	0	0	0
t34567aep	0	4	0	5	0	0	0	10
t38688aep	65.28	25.16	1.03	78.24	112.22	0	24.06	135.21
t38678aep	0	0	0	0	0	0	0	0
t38679aep	0	0	0	0	0	0	0	0
t38681aep	0	0	0	0	0	0	0	0
t38671aep	0	7	0	4	0	0	0	3
t38677aep	75	0	0	0	34	0	0	0
t38669aep	72.92	19	145.77	116.75	31.93	0	18.23	9
t38685aep	0	20	0	36	0	12	0	70
t38683aep	0	9	0	0	0	0	0	0
t38675aep	0	0	0	0	0	0	0	0
t38674aep	0	3	0	0	0	24	0	34.94
t38684aep	0	0	0	0	0	0	0	0
t38670aep	0	61	0	52	0	13	0	13.98
t38682aep	0	0	0	0	0	0	0	0
