# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# Ecto_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Int_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
#----------------------------------------------------------------------------
#
"ID"	"Ecto_Hyli_AS.isoforms.results"	"Ecto_Hyli_S.isoforms.results"	"Ecto_Hywi_AS.isoforms.results"	"Ecto_Hywi_S.isoforms.results"	"Endo_Hyli_AS.isoforms.results"	"Endo_Hyli_S.isoforms.results"	"Endo_Hywi_AS.isoforms.results"	"Endo_Hywi_S.isoforms.results"	"Int_Hyli_AS.isoforms.results"	"Int_Hyli_S.isoforms.results"	"Int_Hywi_AS.isoforms.results"	"Int_Hywi_S.isoforms.results"
"28435"	"t7925aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28436"	"t7890aep"	0	3	0	0	0	2	0	0	0	2	0	0
"28437"	"t7891aep"	37.88	0	5.99	0	37.88	0	1.96	0	60.81	0	30.94	0
"28438"	"t7892aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28439"	"t7965aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28440"	"t7966aep"	0	2	0	0	0	2	0	0	0	4	0	0
"28441"	"t7967aep"	0	1	0	0	0	2	0	0	0	1	0	0
"28442"	"t26481aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28443"	"t7944aep"	14.75	6.63	0	0	17.86	6.63	0	0	21.78	9.88	19	3
"28444"	"t7945aep"	3.82	0.37	0	0	2.14	0.37	0	0	5.06	0.12	0	0
"28445"	"t7946aep"	221.41	17.5	0	16	180.95	16.93	0	5	316.82	25.88	43.25	22
"28446"	"t7947aep"	41.53	12.5	76.79	0	44.09	9.07	64.26	0	62.16	14.12	122.71	0
"28447"	"t7918aep"	10420.57	101.29	14724.35	127.26	9614.07	85.61	20207.75	124.98	16017.67	168.96	25263.34	125.23
"28448"	"t7919aep"	0	7	0	0	0	4	0	0	0	8	0	0
"28449"	"t7920aep"	2.42	0	0	0	0	0	0	0	0	0	0	0
"28450"	"t7921aep"	2.95	0	0	0	2.02	0	0	0	2.91	0	0	0
"28451"	"t7922aep"	0	2	0	0	0	1	0	0	0	2	0	0
"28452"	"t7923aep"	0	2	0	0	0	5	2.57	4	0	8	0	0
"28453"	"t7869aep"	2312.16	28	1490	3	2078.21	29	2810	4	3540.24	47	3735	2
"28454"	"t7940aep"	249.88	15	125.91	0	217.87	13	192.88	5	375.77	22	353.9	4
"28455"	"t7934aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28456"	"t7933aep"	4.89	0	0	0	4.73	0	0	0	12.66	0	0	0
"28457"	"t7935aep"	84.93	9	0	4	78.81	7	8.02	4	142.79	15	62.07	12
"28458"	"t11288aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28459"	"t7870aep"	1447.65	26	2249.93	17	1298.71	25	2380.94	6	2264.95	38	3848.72	27
"28460"	"t7949aep"	132.42	32.7	5.97	1	122.63	28.29	62	0	199.4	67.42	324.93	16.94
"28461"	"t7950aep"	25.18	2	18.66	0	19.24	1.64	26.97	0	35.8	3.6	28.75	1
"28462"	"t7956aep"	83.14	0	0	0	68.65	0	0	0	123.14	0	0	0
"28463"	"t7887aep"	16.07	7.34	0	0	20.44	4.2	0	0	30.12	9.74	0	3
"28464"	"t7888aep"	244.2	19.63	96.99	0	218.73	21.78	57.46	6	376.89	36.24	196.99	27
"28465"	"t11274aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28466"	"t26485aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28467"	"t7938aep"	5.97	356.96	0	717	4.97	326.97	0	615	4.95	549	1.9	1135
"28468"	"t7939aep"	1892.47	3.49	2409.55	0	1669.74	4	2402.61	0	2970.84	7	3748.14	1
"28469"	"t7893aep"	6.76	0	0.3	0	6.48	0	0	0	16.29	0	9.27	0
"28470"	"t7872aep"	0	4	0	2	0	4	0	0	0	4.8	0	0
"28471"	"t7942aep"	0	11	0	0	0	7	0	0	0	13	0	0
"28472"	"t7943aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28473"	"t7908aep"	54.48	0	6	0	36.25	0	0	0	65.84	1	28.84	0
"28474"	"t7873aep"	0	2	0	0	0	2	0	0	0	5.82	0	0
"28475"	"t7889aep"	6380.57	28	10423.89	17	5797.2	20	7941.49	20	9896.37	39	15614.86	20
"28476"	"t7909aep"	1477.88	8	1224.16	5	1360.02	8	689.06	2	2291.72	12	2077.3	0
"28477"	"t7860aep"	26.93	615.31	4	729	33.42	535.29	1	669	43.21	934.33	18.03	883
"28478"	"t7951aep"	506.96	5.58	1301.45	0	461.32	5.59	1142.5	0	758.83	5.91	1280.41	0
"28479"	"t7856aep"	3.02	0	0	0	1.67	0	0	0	3.32	0	0	1
"28480"	"t11286aep"	2	0	0	0	1	0	0	0	2	1	0	0
"28481"	"t17231aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28482"	"t3107aep"	58.84	20	10.71	0	49.84	17	5.62	0	82.08	33	16.18	2
"28483"	"t3108aep"	510.6	3.23	289.94	0	460.15	2	188.93	0	753.19	6	660.89	0
"28484"	"t3040aep"	120.03	9.59	0	1	106.31	9	0	0	189.24	15.63	0	0
"28485"	"t3041aep"	715.92	19.17	317.9	0	633.82	15.02	333.95	0	1007.66	42.51	443.88	3.74
"28486"	"t3039aep"	45	2	0	0	39.84	1	0	0	75.7	2	3.86	0
"28487"	"t24775aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28488"	"t3030aep"	10.29	40	0	0	13.53	35.12	0	0	19.32	52.23	0	15.57
"28489"	"t3031aep"	3552.21	72	5057.98	0	3186.71	51.88	4215.5	2	5506.57	103.75	5765.81	18.43
"28490"	"t24769aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28491"	"t2993aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28492"	"t2994aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28493"	"t2995aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28494"	"t2991aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28495"	"t2992aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28496"	"t2996aep"	0	0	0	0	0	1	0	0	0	1	0	0
"28497"	"t3072aep"	5.74	0	0	0	7.46	0	0	0	10.48	0	15.59	0
"28498"	"t3073aep"	1.26	0	0	0	2.53	0	0	0	3.01	0	0	0
"28499"	"t3076aep"	383.81	1.01	322.53	0	341.57	1	188.93	0	552.02	1.01	314.74	0
"28500"	"t3074aep"	15.6	1	7.95	0	11.14	1	1	0	28.94	3	7.53	0
"28501"	"t3075aep"	10.02	0	5.62	0	10.2	0	0	0	16.07	0.35	5.96	0
"28502"	"t3077aep"	638.14	14	195.6	4	549.87	10	613.93	1	941.52	22	1013.95	1
"28503"	"t3078aep"	235.12	0	57.25	0	233.73	0	65.58	0	396.27	0	361	0
"28504"	"t3004aep"	30.05	0	0	0	25.85	0	0	0	79.17	0	0	0
"28505"	"t3005aep"	7.7	0	0	0	7.89	0	0	0	8.74	0	2.69	0
"28506"	"t3006aep"	2963.56	96.83	2049.64	11.81	2702.55	97.23	800.94	8.86	4643.42	156.26	3621.32	126.98
"28507"	"t2990aep"	214.65	10	63.99	0	197.48	7	62.81	0	355.38	15	112.63	4
"28508"	"t3049aep"	350.29	10.46	48.94	16	319.6	10.5	4.94	6	556.18	16.13	312.17	14
"28509"	"t3050aep"	2018.42	1.1	3727.17	1	1788.71	1.12	2169.91	0	3100.51	2.18	5686.07	6
"28510"	"t3118aep"	1233.17	0	1543.22	0	1065.58	0	1618.67	0	1833.73	0	2642.22	0
"28511"	"t3116aep"	2063.16	2.28	2272.91	0	1871.82	0	1135.52	0	3210.14	2.3	3765.83	4.6
"28512"	"t3117aep"	388.07	0	476.34	0	334.96	0	422.11	0	589.93	0	605.93	0
"28513"	"t3027aep"	1.99	0	0	0	1.99	0	0	0	1.98	0	0	0
"28514"	"t3028aep"	348.4	0	164.87	0	278.97	0	140.91	0	546.69	0	303.81	0
"28515"	"t3029aep"	13.79	1.19	0	0	9.08	0	1.16	0	20.41	1.21	0	0
"28516"	"t3070aep"	16.65	118.96	2	236	13.72	98.96	7.59	149	33.68	173.72	7.99	262
"28517"	"t3071aep"	1466.09	22	3188.79	2	1310.72	16	3288.76	4	2266.55	39.01	3935.63	9
"28518"	"t3083aep"	334.91	5	345.2	1	333.86	3	208.95	1	557.24	10	578.29	8
"28519"	"t3084aep"	0	0	0	0	0	0	0	0	0	1	0	0
"28520"	"t3085aep"	8	0	0	0	6	0	0	0	14	0	0	0
"28521"	"t3100aep"	620.84	11.84	287	0	536.82	17.11	125	2	897.83	25.01	609	2.63
"28522"	"t3101aep"	0	5.16	0	1	0	8.89	0	0	0	11.99	0	9.37
"28523"	"t3102aep"	631.34	0	1171.99	0	595.42	0	1301.99	0	1031.42	1	1820.99	0
"28524"	"t3001aep"	0	0	0	0	0	1	0	0	0	1	0	0
"28525"	"t3002aep"	0	10	0	0	0	13	0	0	0	20	0	0
"28526"	"t3020aep"	0	0	0	0	0	0	0	0	0	1	0	0
"28527"	"t2999aep"	1993.33	57	3061.85	26	1839.28	46	3383.91	30	3151.62	83	3867.63	72
"28528"	"t3080aep"	3018.36	4	2528.98	0	2792.15	5	2723.21	0	4761.25	9	4347.97	0
"28529"	"t3060aep"	12.06	0	2.96	0	10.96	0	0	0	15.91	0	2.95	0
"28530"	"t3061aep"	186.77	1.16	0	0	154.26	1.34	0	0	291.2	3.27	399	0
"28531"	"t3051aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28532"	"t3052aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28533"	"t3053aep"	0	1	0	0	0	0	0	0	0	1	0	0
"28534"	"t3054aep"	0	13	0	0	0	12	0	0	0	24	0	0
"28535"	"t3042aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28536"	"t24774aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28537"	"t3043aep"	300.22	3.86	145.3	0	286.4	5.88	140.66	0	509.4	7.09	516.11	0
"28538"	"t3044aep"	82.39	2.95	19.01	0	69.66	0	57.23	0	134.82	0	14.02	0
"28539"	"t3046aep"	27.57	0	0	0	31.61	0	0	0	56.89	0	0	2
"28540"	"t3045aep"	852.41	6.08	1599.22	0	756.63	6.26	823.46	0	1311.16	9.28	1815.3	0
"28541"	"t3047aep"	14.55	11.92	0	16.66	19.56	9.65	0	15	4.14	16.9	0	20.75
"28542"	"t3048aep"	1104	4	3383.72	0	983.4	3	1816.3	0	1674.31	7	3436.54	0
"28543"	"t24777aep"	8	19	0	13	7	22	0	0	11	42	5	12
"28544"	"t3110aep"	1909.21	2	5987.25	1	1736.22	1	5078.65	1	2949.29	1	6172.08	1
"28545"	"t3113aep"	8.2	0	0	0	11.22	0	0	0	11.6	0	0	0
"28546"	"t3114aep"	0	0	0	0	0	3.21	0	0	0	0	0	0
"28547"	"t3115aep"	66.31	0	17.89	0	61.93	1.36	28.29	0	103.05	1.47	88.58	0
"28548"	"t3111aep"	2.55	2	0	0	0	1.01	0	0	6.14	2.61	0	0
"28549"	"t3112aep"	7.11	0	0	0	0	0	0	0	9.45	0	0	0
"28550"	"t3067aep"	112.38	398	289.44	41	97.6	380	285.15	25	179.54	637.96	379.97	23
"28551"	"t3003aep"	0	2	0	0	0	3	0	0	0	3	0	0
"28552"	"t3093aep"	10.72	1	0	0	11.73	0	7	0	18.68	0	5.25	0
"28553"	"t24776aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28554"	"t3087aep"	0	7.05	0	0	0	5.82	0	0	0	12.56	0	0
"28555"	"t3088aep"	0	2.31	0	0	0	2.75	0	0	0	0.22	0	0
"28556"	"t3086aep"	311.96	0	0	0	314.34	0	0	0	362.4	0	47.71	0
"28557"	"t3089aep"	670.02	0.98	2472.57	4	682.14	0	1393.15	0	1232.44	0	2647.39	2.01
"28558"	"t24772aep"	45.71	0	18	0	37.97	0	31.03	0	62.08	0	22.99	0
"28559"	"t3000aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28560"	"t3032aep"	43.66	1.63	3.12	0	40.51	1	0	0	80.86	1.47	52.38	0
"28561"	"t3019aep"	794.37	1	1351.08	0	735.64	1	485.02	0	1244.37	1	1923.1	0
"28562"	"t3065aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28563"	"t11275aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28564"	"t3013aep"	0	1	0	5	0	0	0	0	0	3	0	5
"28565"	"t3012aep"	0.99	0	0	0	0	0	0	0	0	0	0	0
"28566"	"t3017aep"	56.67	1.96	0	0	56.35	0	12	0	96.43	1	81.09	0
"28567"	"t3018aep"	164.41	0	26.93	0	130.14	0	0	0	243.02	0	82.41	0
"28568"	"t3007aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28569"	"t3008aep"	200.7	11.01	430.59	1	169.34	10.61	166.69	2.15	299.77	16.56	301.05	17.52
"28570"	"t3009aep"	0	16.99	0	4	0	14.99	0	0	0	22.99	0	0
"28571"	"t3010aep"	1	0	0	0	1.94	0	0	0	1.97	0	0	0
"28572"	"t3014aep"	199.93	11	187.37	0	187.06	8	146	2	316.08	14	322.7	12
"28573"	"t3058aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28574"	"t3059aep"	0	0	0	0	0	0	34.29	0	0	0	0	0
"28575"	"t3055aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28576"	"t3056aep"	44.14	0	0	0	25.22	0	0	0	60.09	0	97.24	0
"28577"	"t3057aep"	16.15	0	0	0	21.87	0	0	0	19.22	0	21.72	0
"28578"	"t3038aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28579"	"t3097aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28580"	"t3023aep"	1	69	0	10	1	55	0	31	4	115	0	73
"28581"	"t3024aep"	1372.4	9	999.93	0	1207.87	13	1163.06	4	2081.29	20	2050.36	0
"28582"	"t3105aep"	0	4	0	0	0	1	0	2	0	4	0	0
"28583"	"t3106aep"	127.21	0	0	0	126.47	0	8.65	0	230.4	0	287.14	0
"28584"	"t2998aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28585"	"t3022aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28586"	"t27419aep"	15	6	0	0	17	7	0	0	23	7	4	2
"28587"	"t3021aep"	0	10	0	0	0	12	0	0	0	23	0	0
"28588"	"t3015aep"	0	0	0	0	0	0	0	0	0	2	0	0
"28589"	"t3016aep"	0	0	0	0	0	1	0	0	0	1	0	0
"28590"	"t3098aep"	1.01	0	0	0	1.02	0	0	0	1.03	0	0	0
"28591"	"t3099aep"	0	15	0	0	0	13	0	0	0	24	0	0
"28592"	"t3066aep"	3	2	0	0	5.37	2	0	0	9.37	4	0	0
"28593"	"t3094aep"	996.86	12	743.99	0	932.82	9	560.99	0	1574.28	11	1243.98	0
"28594"	"t24771aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28595"	"t3033aep"	0	1	0	0	0	1	0	0	0	1	0	0
"28596"	"t3034aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28597"	"t3035aep"	11.29	2.04	0	0	10.5	1.02	2	0	14.42	4.07	2.69	3
"28598"	"t3036aep"	0	3.15	0	0	0	2.19	0	0	0	3.17	0	0
"28599"	"t3091aep"	163.01	0	37.36	0	150.8	0	11.66	0	261.39	0	65.78	0
"28600"	"t3092aep"	2.67	0	0	0	2.57	0	4.24	0	4.59	0	0	0
"28601"	"t3090aep"	114.1	4479.29	5	5303	94.13	4086.55	5	6186	154.05	6981.65	42.71	8119
"28602"	"t3103aep"	4.89	0	0	0	9.43	0	0	0	13.19	0	4.65	0
"28603"	"t3104aep"	0.99	1	3	0	0.99	1	0	0	3.04	1	2	1
"28604"	"t2997aep"	1505.47	32	2786.22	14	1368.62	29	1839.6	16	2406.75	55	3549.46	13
"28605"	"t24773aep"	0	1	0	0	0	1	0	0	0.1	0.07	0	0
"28606"	"t3095aep"	72.46	0	1	0	67.99	0	85.14	0	107.76	1	28.57	0
"28607"	"t3096aep"	229.65	0	44	0	205.97	0	47.85	0	362.14	1	65.28	0
"28608"	"t3079aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28609"	"t24770aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28610"	"t27418aep"	0	1	0	0	0	1	0	0	0	2	0	0
"28611"	"t3068aep"	5514.49	5.05	10212.62	0	5023.9	4.38	12473.21	0	8582.14	9.09	15127.45	4
"28612"	"t3069aep"	694.74	5.95	142.21	0	608.9	9.35	148.9	0	1075.86	9.9	776.68	0
"28613"	"t3081aep"	23.89	0	0.81	0	22.72	0	0.85	0	44.33	0	15.4	0
"28614"	"t3082aep"	307.41	2	131.96	0	285.62	3	439.95	0	473.77	2	505.29	2
"28615"	"t3062aep"	1.92	22.96	0	3.47	2.14	19.09	0	38.44	1.86	35.57	0	6.43
"28616"	"t3063aep"	1.31	36.15	0	0	0	31.58	0	42.81	0	49.13	0	66.22
"28617"	"t3064aep"	0	1.82	0	4	0	0	0	6	0	3.27	0	6
"28618"	"t3109aep"	336.73	16.55	364.36	0	307.34	18.1	375.32	0	523.03	30.55	527.95	0
"28619"	"t3026aep"	102.05	17.47	9.33	22.51	90.96	12.56	0	16.49	157.29	20.81	22.35	16.95
"28620"	"t3025aep"	1436.14	9.06	2992.43	48.71	1293.93	10.08	2885.35	37.51	2230.63	29.38	3372.61	73.49
"28621"	"t3037aep"	3129.59	49.99	5368.85	44	2800.72	50	5897.86	22	4760.15	89.03	7360.83	75
"28622"	"t3011aep"	18.38	29	0	0	14.74	31	0	0	24.02	49	0	0
"28623"	"t14696aep"	0	0	0	0	0	1.9	0	0	0	0	0	0
"28624"	"t14697aep"	519.46	6.75	226.98	0	480.64	8.26	165.49	0	822.44	11.29	859.44	0
"28625"	"t14695aep"	158.88	2	31.97	1	156.02	1.35	30.78	0	245.96	4.44	138.2	2
"28626"	"t14655aep"	13.29	256.82	0	325	8.42	238.86	1	15	16.39	394.82	2.52	633
"28627"	"t14656aep"	3956.03	101.78	9131.17	16.35	3507.84	93.86	5769.08	11.92	6038.55	183.3	9297.04	63.44
"28628"	"t14658aep"	0	3.52	0	11.69	0	0	0	57	0	19.63	0	50.97
"28629"	"t14659aep"	1456.11	0	328.9	0	1327.76	0	1984.26	17.08	2309.93	0	3543.48	0
"28630"	"t14657aep"	1890.78	30.91	3900.86	9.97	1704.22	30.58	3299.1	0	2961.32	33.61	5329.75	0
"28631"	"t14645aep"	5486.05	124	11819.39	93	4955.58	120.53	9255.11	67	8680.79	189.47	16219.56	154
"28632"	"t14715aep"	1.93	0	0.85	0	1.83	0	0	0	3.75	0	5.36	0
"28633"	"t14730aep"	8.87	2	0	0	13.09	2	0	0	20.15	2.25	34.04	0
"28634"	"t14761aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28635"	"t14762aep"	207.8	6.62	270.23	4	211.4	4.86	85.49	5	322.67	9.62	414.86	8.79
"28636"	"t14760aep"	54.97	2.29	13.61	2	39.51	2.34	210.67	0	60.79	4.6	11.58	2
"28637"	"t14701aep"	55.61	5989.96	2	17366	50.61	5411.97	1	17345	89.98	9413.96	6	18667
"28638"	"t14702aep"	13.33	83	1	62	14.37	76	0	74	19.33	124	0	142
"28639"	"t11271aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28640"	"t28537aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28641"	"t14690aep"	376.3	217	49.47	202	335.26	197	35	162	597.87	328.99	255.97	426
"28642"	"t14646aep"	2404.43	68.03	1577.7	8.96	2155.56	62.14	2964.78	6	3758.32	113.7	5662.11	14.41
"28643"	"t14734aep"	0	2	0	0	0	2	0	0	0	7	0	0
"28644"	"t14660aep"	4802.38	6	9184.67	0	4362.86	5	8353.98	1	7449.8	7	12142.32	2
"28645"	"t14661aep"	29.42	0	16.96	0	28.83	0	15.63	0	37.93	0	24.13	0
"28646"	"t28532aep"	0	2	0	0	0	1	0	0	0	2	0	0
"28647"	"t14647aep"	2668	5	975.76	0	2435.96	4	944.93	0	4219.33	6	2533.34	0
"28648"	"t28530aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28649"	"t14627aep"	9.39	0	0	0	5.85	0	0	0	14.77	0	0	0
"28650"	"t14628aep"	1147.77	3.21	973.63	0	1045.65	0	1163.42	0	1819.68	5.08	2206.42	0
"28651"	"t14629aep"	4335.55	7.65	6929.63	5	3881.79	9.91	8346.33	4.72	6696.35	12.27	11828.87	5.77
"28652"	"t14630aep"	792.28	2.95	630.54	1.66	668.19	10.06	232	2.12	1212.45	8.85	1041.88	2.04
"28653"	"t14631aep"	0	1.35	0	0	0	0	0	0	0	1.19	0	1
"28654"	"t14632aep"	14.31	2	1.06	0	16.98	2	0	0	21.07	4	1.2	1
"28655"	"t14735aep"	0	30	0	0	0	25	0	0	0	41	0	0
"28656"	"t11279aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28657"	"t14683aep"	4003.17	3	10379.81	0	3582.74	2	8413.62	0	6185.55	7	10913.5	0
"28658"	"t14674aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28659"	"t28533aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28660"	"t14671aep"	1.01	3	0	0	1.04	2	0	0	1.03	3	0	0
"28661"	"t14672aep"	987.1	0	949.97	0	837.31	2.53	824.47	0	1538.52	0	1394.73	0
"28662"	"t14673aep"	647.69	3.18	904.02	0	628.81	3.83	584.81	0	1092.27	8.52	1678.8	0
"28663"	"t14724aep"	284.42	0	79.91	0	270.14	0	134.94	0	436.78	0	341.14	0
"28664"	"t14698aep"	730.94	3	1153	0	667.65	1	649	0	1137.25	3	1723.93	0
"28665"	"t14755aep"	1	0	0	0	1	0	0	0	1	2	0	0
"28666"	"t14756aep"	1566.43	20.62	2463.05	1	1429.86	21.78	743.83	1	2449.21	35.43	3575.88	12
"28667"	"t14731aep"	0	27	0	17	0	24	0	10	0	46	0	41
"28668"	"t14621aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28669"	"t14622aep"	0.6	8.22	0	7.94	0	5.16	0	2	0	12.18	0	14
"28670"	"t14623aep"	0	4	0	0	0	3	0	0	0	4	0	0
"28671"	"t14624aep"	2.8	7.17	0	0	2.58	5.08	0	0	4.8	8.58	0	0
"28672"	"t14625aep"	891.86	156	1875.99	230	761.96	156	1923.98	307	1387.81	247	2365.35	329
"28673"	"t14626aep"	0	0	0	0	0	0	0	0	1	0	0	0
"28674"	"t28538aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28675"	"t14692aep"	792.24	4.12	1921.84	0	703.92	2	1722.51	0	1268.23	4.17	2139.94	3.16
"28676"	"t14649aep"	622.99	7	473	0	565.99	6	26	0	972	12	812	0
"28677"	"t14650aep"	92.59	19	200	0	80.5	16	0	2	140.56	29	185.15	0
"28678"	"t14666aep"	158.68	0	28.7	0	136.87	0	52.28	0	238.01	0	175.78	0
"28679"	"t14665aep"	11459.63	1	30592.56	0	10331.5	1	29037.44	0	17909.44	3	31541.4	0
"28680"	"t28534aep"	0	0	0	0	0	0	0	0	1	0	0	0
"28681"	"t14634aep"	981.85	7.04	1287.77	0	828.79	5.97	983.11	0	1453.39	12.92	1889.84	0
"28682"	"t14637aep"	32.21	3.08	0	0	30.65	2.06	0	0	47.19	3.85	4.47	0
"28683"	"t14635aep"	375.82	45.91	137.33	4	350.67	41.99	103.54	0	557.33	65.28	682.89	13
"28684"	"t14636aep"	15.96	0.96	0	0	11.99	0.97	0	0	18.92	0.93	31.02	0
"28685"	"t14738aep"	223.71	6.09	0	0	225.66	7.06	1044.85	0	340.67	6.08	1006.67	0
"28686"	"t14739aep"	642.25	41.79	413.59	17	576.47	33.94	262.73	12	925.81	65.13	728.34	36.11
"28687"	"t14699aep"	24.44	2	0	0	19.58	3	10.49	0	34.23	4	24.43	1
"28688"	"t14700aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28689"	"t28540aep"	0	0	0	0	0	0	0	0	0.81	0	0	0
"28690"	"t14711aep"	0	26.56	0	0	0	27	0	0	0	45.57	0	0
"28691"	"t14712aep"	0	1	0	0	0	0	0	0	0	1	0	0
"28692"	"t14713aep"	0	0	0	0	0	0	0	0	1	0	0	0
"28693"	"t14648aep"	74.91	0	28.13	0	94.48	0	0	0	164.18	0	56.86	0
"28694"	"t28531aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28695"	"t14638aep"	168.91	0	296.32	0	132.82	0	234.58	0	260.07	1.3	415.04	0
"28696"	"t14639aep"	0	3.15	0	0	0	2.04	0	0	0	6.15	0	0
"28697"	"t14640aep"	40.86	8.84	34.63	11	39.83	5.12	0	13	83.21	15.92	103.72	13
"28698"	"t14641aep"	1655.92	0	1676.95	0	1511.68	0	3980.14	0	2631	0	3038.81	0
"28699"	"t14749aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28700"	"t14750aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28701"	"t28541aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28702"	"t14716aep"	0	1	0	0	0	2	0	0	0	2	0	0
"28703"	"t14717aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28704"	"t14718aep"	0	3	0	0	0	3	0	0	0	5	0	0
"28705"	"t11278aep"	0	0	0	0	0	0	0	0	0	0	0	0
"28706"	"t14725aep"	73.61	29.9	37.01	11	78.13	28.91	18.3	5	120.69	49.9	40.81	9
