# Differential Gene Expression Count Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Transcript Identification
#					WT = Wild-type Hydra
#					KD = Somatic hywi Knockdown Hydra
#
# ID - transcript name, as assigned in Siebert et al., 2019
# WT1 - Counts from WT1 replicate
# WT2 - Counts from WT2 replicate
# WT3 - Counts from WT3 replicate
# KD1 - Counts from KD1 replicate
# KD2 - Counts from KD2 replicate
# KD3 - Counts from KD3 replicate
#
#----------------------------------------------------------------------------
#					
""	"ID"	"WT1"	"WT2"	"WT3"	"KD1"	"KD2"	"KD3"
"32343"	"t4231aep"	6.85	2.97	9.31	9.5	3.49	8.79
"32344"	"t4232aep"	4508.03	6526.49	6428.98	5113.97	6461.98	6081.43
"32345"	"t4233aep"	2	5.01	2	3	1	1
"32346"	"t4234aep"	0	0	0	0	0	0
"32347"	"t4235aep"	0	1	0	2	1	1
"32348"	"t4236aep"	737.31	733	568	1109.13	745	814.14
"32349"	"t4237aep"	7.42	7	5.52	4.77	3.72	4.77
"32350"	"t4238aep"	1.58	1	1.46	1.23	1.28	1.23
"32351"	"t4239aep"	851	1111.04	1195	1219.04	1311.02	1157
"32352"	"t423aep"	0	0	2	2	2	0
"32353"	"t4240aep"	42.26	142.8	209.94	104.94	183.36	178.89
"32354"	"t4241aep"	365.29	582	509.06	426.4	521	504.03
"32355"	"t4242aep"	29	86	46	27	146	55
"32356"	"t4243aep"	8	26.02	15.01	13.01	14	21.24
"32357"	"t4244aep"	757	849	607.96	893	815.91	875
"32358"	"t4245aep"	0	0	0	0	0	0
"32359"	"t4246aep"	381	369	317	473	367	397
"32360"	"t4247aep"	44	33	36.21	61	24	25
"32361"	"t4248aep"	405	429.93	327	463.12	451	435.94
"32362"	"t4249aep"	0	6	3	7	2	0
"32363"	"t424aep"	3	2	1	4	5	5
"32364"	"t4250aep"	0	0	0	0	0	0
"32365"	"t4251aep"	3	6.9	5	11.92	10.75	11
"32366"	"t4252aep"	4	3.38	5	5.91	4.81	9.98
"32367"	"t4253aep"	0	0	0	0	0	0
"32368"	"t4254aep"	0	0	0	0	0	0
"32369"	"t4255aep"	3	5	1	5.92	4	9
"32370"	"t4256aep"	0	0	0	0	0	0
"32371"	"t4257aep"	1963.21	2884.03	2963	2589.01	2844	2647.01
"32372"	"t4258aep"	0	0	0	0	0	0
"32373"	"t4259aep"	774	763	597	1104	795	965
"32374"	"t425aep"	3.89	4.89	0	0	1.68	0
"32375"	"t4260aep"	218	310	242	323.28	294	262
"32376"	"t4261aep"	3	3	2	5	0	5
"32377"	"t4262aep"	675	940	1026	907	864	908
"32378"	"t4263aep"	271.64	370.89	253.96	352.92	324.96	313.95
"32379"	"t4264aep"	5728.58	4655.99	3366.7	7143.43	4915.41	5616.71
"32380"	"t4265aep"	688.44	628.37	407.65	944.72	646.32	772.69
"32381"	"t4266aep"	5.94	7.1	4.01	12	7.2	11
"32382"	"t4267aep"	4	3	1	10	5.99	2
"32383"	"t4268aep"	305	376	349	386.98	344.18	357
"32384"	"t4269aep"	3	7.54	2	3	1	4
"32385"	"t426aep"	0	3	2	0	1	1.01
"32386"	"t4270aep"	1163	1391	1263.52	1607	1479	1410
"32387"	"t4271aep"	79	94	96	61	91	89
"32388"	"t4272aep"	389	483	386	440	463	451
"32389"	"t4273aep"	326.98	320.01	366.92	380	356	322.01
"32390"	"t4274aep"	938.2	1079	819	1154	1005	1184
"32391"	"t4275aep"	0	0	0	0	0	0
"32392"	"t4276aep"	0	0	0	0	0	0
"32393"	"t4277aep"	0	0	0	0	0	0
"32394"	"t4278aep"	1.74	3	2.65	1	2.03	0
"32395"	"t4279aep"	246.99	287	329	358	357.33	281
"32396"	"t427aep"	0	0	0	0	0	0
"32397"	"t4280aep"	31	29	27	36	37	25
"32398"	"t4281aep"	866.98	966.02	930	1051	960	957
"32399"	"t4282aep"	13	4	14	21	15	13
"32400"	"t4283aep"	0	0	0	0	0	0
"32401"	"t4284aep"	415	606.99	560.01	553.22	563.05	571
"32402"	"t4285aep"	133	177	204	140	155	187
"32403"	"t4286aep"	1459.09	1737.03	1423.43	2207.99	1736.94	1802.94
"32404"	"t4287aep"	91	52	43	99	61	75
"32405"	"t4288aep"	566	488	500	853.46	611	541
"32406"	"t4289aep"	535	837	658.93	898	882.08	800.99
"32407"	"t428aep"	1	4	2	2	2	4
"32408"	"t4290aep"	154.84	137	120	194	146	138.68
"32409"	"t4291aep"	0	0	0	0	0	0
"32410"	"t4292aep"	31	17	16	39	22	32
"32411"	"t4293aep"	0	0	0	0	0	0
"32412"	"t4294aep"	0	0	0	0	0	0
"32413"	"t4295aep"	587.54	764.56	738	734	810	809
"32414"	"t4296aep"	468.94	326.98	250.05	601.86	400.65	383.74
"32415"	"t4297aep"	0	0	0	0	0	0
"32416"	"t4298aep"	10	9	10	9	8	9
"32417"	"t4299aep"	1	0	2	0	0	3
"32418"	"t429aep"	2	2	1	2	1	1
"32419"	"t42aep"	309.88	716.58	637	413.56	664.11	586.18
"32420"	"t4300aep"	2	5	1	4.02	6	2
"32421"	"t4301aep"	17	1	10	15	4.01	10
"32422"	"t4302aep"	0	3	4	4	5	2
"32423"	"t4303aep"	1494	1351.93	1043.67	2007.83	1437.92	1690
"32424"	"t4304aep"	0	0	0	0	0	0
"32425"	"t4305aep"	3	14	14.99	7	15	13
"32426"	"t4306aep"	758	872.39	718.82	1060.13	980	916
"32427"	"t4307aep"	0	0	0	0	0	0
"32428"	"t4308aep"	0	0	0	0	0	0
"32429"	"t4309aep"	352	425.01	351	443	371	433
"32430"	"t430aep"	0	1.82	0	1	1	1
"32431"	"t4310aep"	225	199	193	223	233	225
"32432"	"t4311aep"	0	0	0	0	0	0
"32433"	"t4312aep"	1529.99	1658.98	1471	1777.02	1500.92	1514.49
"32434"	"t4313aep"	3	3	2.05	4	1.64	3.01
"32435"	"t4314aep"	10.85	9	9	12	7.94	10.89
"32436"	"t4315aep"	257	292	272	435	313	309
"32437"	"t4316aep"	1700.18	2042	1625.91	2177.27	2038.48	2026.69
"32438"	"t4317aep"	0	0	0	0	0	0
"32439"	"t4318aep"	195	41.68	55	776	220	95
"32440"	"t4319aep"	7	5	10	15	8	10
"32441"	"t431aep"	0	0	0	0	0	0
"32442"	"t4320aep"	0	0	0	0	0	0
"32443"	"t4321aep"	4	5	6	10.15	6	5
"32444"	"t4322aep"	0	0	0	0	0	0
"32445"	"t4323aep"	0	0	0	1	0	0
"32446"	"t4324aep"	0	0	0	0	0	0
"32447"	"t4325aep"	3	4	2	21	4	4
"32448"	"t4326aep"	2	1	2	1	3	2
"32449"	"t4327aep"	0	0	0	0	0	0
"32450"	"t4328aep"	25	33	19	25	19	33.85
"32451"	"t4329aep"	4	5	2	12	0	3
"32452"	"t432aep"	0	0	0	0	0	0
"32453"	"t4330aep"	1018.01	962	971	1433.99	1047	995
"32454"	"t4331aep"	0	0	0	0	0	0
"32455"	"t4332aep"	5.37	12.95	7.72	16.9	6.94	14.16
"32456"	"t4333aep"	12	9	2.99	7.04	9	9.99
"32457"	"t4334aep"	0	0	0	0	1	0
"32458"	"t4335aep"	1	1	2	4	2	6
"32459"	"t4336aep"	326	453.97	466	391	444.78	460
"32460"	"t4337aep"	0	0	0	0	0	0
"32461"	"t4338aep"	4626.99	4972.56	4720.38	5715.93	4947.67	4994.83
"32462"	"t4339aep"	674	990	559	889	966	486
"32463"	"t433aep"	279.97	358.63	353.05	363.24	362	340.67
"32464"	"t4340aep"	2	0	1	0	1	3
"32465"	"t4341aep"	0	0	0	0	0	0
"32466"	"t4342aep"	0	0	0	0	0	0
"32467"	"t4343aep"	522.95	802	802.05	599	758	764
"32468"	"t4344aep"	0	0	0	0	0	0
"32469"	"t4345aep"	0	0	0	0	0	0
"32470"	"t4346aep"	1	2	1	3	2	1
"32471"	"t4347aep"	131	136	133	134	121	147
"32472"	"t4348aep"	2	1	1	3	3	3
"32473"	"t4349aep"	7	13	5	7	6	6
"32474"	"t434aep"	2	2	4	2	1	1.52
"32475"	"t4350aep"	0	0	0	0	0	0
"32476"	"t4351aep"	0	0	0	4	3	2.99
"32477"	"t4352aep"	12.98	10	13	28	12	25
"32478"	"t4353aep"	0	0	0	0	0	0
"32479"	"t4354aep"	0	0	0	0	0	0
"32480"	"t4355aep"	0	0	0	0	0	0
"32481"	"t4356aep"	0	0	0	0	0	0
"32482"	"t4357aep"	3	7.92	3	7	11.97	11.65
"32483"	"t4358aep"	0	0	0	0	0	0
"32484"	"t4359aep"	136	218.23	260	221	242	280
"32485"	"t435aep"	3131.22	3234.08	3354.95	3419	3329.77	2997.79
"32486"	"t4360aep"	40	35	37	44	47	43
"32487"	"t4361aep"	19	39	30	47	30	23
"32488"	"t4362aep"	0	0	0	0	0	0
"32489"	"t4363aep"	0	0	0	0	0	0
"32490"	"t4364aep"	0	0	0	0	0	0
"32491"	"t4365aep"	3	5	4.01	3	5	4
"32492"	"t4366aep"	0	0	0	0	0	0
"32493"	"t4367aep"	1	3	1	5	2	2
"32494"	"t4368aep"	0	0	0	0	0	0
"32495"	"t4369aep"	0	0	0	0	0	0
"32496"	"t436aep"	290	322	233.9	464.29	377	312.91
"32497"	"t4370aep"	0.9	0	1	3.79	2	1
"32498"	"t4371aep"	0	0	0	0	0	0
"32499"	"t4372aep"	141.59	146	118	155	151	129
"32500"	"t4373aep"	16	9	5	23	12	23
"32501"	"t4374aep"	0	0	0	0	0	0
"32502"	"t4375aep"	1605	2308.97	2136.06	1888.09	2098	2169
"32503"	"t4376aep"	0	0	0	0	0	0
"32504"	"t4377aep"	0	0	0	0	0	0
"32505"	"t4378aep"	0	1	0	0	1	0
"32506"	"t4379aep"	3	2	3	4	1	3
"32507"	"t437aep"	0	0	0	0	0	0
"32508"	"t4380aep"	1	7	3	5	4	5
"32509"	"t4381aep"	0	0	0	0	0	0
"32510"	"t4382aep"	0	0	0	0	0	0
"32511"	"t4383aep"	5	4	4	2	8	10
"32512"	"t4384aep"	0	0	0	0	0	0
"32513"	"t4385aep"	0	0	0	0	0	0
"32514"	"t4386aep"	0	3.48	0	1.2	0	0
"32515"	"t4387aep"	0	0	0	0	0	0
"32516"	"t4388aep"	21	32.01	21.99	25.96	31.07	38
"32517"	"t4389aep"	0	0	0	0	0	0
"32518"	"t438aep"	0	0	0	0	0	0
"32519"	"t4390aep"	0	0	0	0	0	0
"32520"	"t4391aep"	0	0	0	0	0	0
"32521"	"t4392aep"	1	2.44	5	5.34	5.11	9.8
"32522"	"t4393aep"	0	0	0	0	0	0
"32523"	"t4394aep"	18.12	20.17	11.13	25.08	24.13	18.09
"32524"	"t4395aep"	1.3	0	0	0	1.29	5.2
"32525"	"t4396aep"	2	7	6	4.16	5	6
"32526"	"t4397aep"	0	0	0	0	0	0
"32527"	"t4398aep"	37	38	66	34	44	70
"32528"	"t4399aep"	0	0	0	0	0	0
"32529"	"t439aep"	198	356.85	385.09	276.99	365.24	295
"32530"	"t43aep"	489.05	1340.39	1214.99	767.25	1349.11	969.74
"32531"	"t4400aep"	0	0	0	0	0	0
"32532"	"t4401aep"	50	50	32.89	102	49	41
"32533"	"t4402aep"	3	6.02	5.01	13	12	6
"32534"	"t4403aep"	5	3	9.1	5.01	3	9.01
"32535"	"t4404aep"	3.28	3.56	8.86	4.64	7.98	2.62
"32536"	"t4405aep"	0	0	0	0	0	0
"32537"	"t4406aep"	0	0	0	0	0	0
"32538"	"t4407aep"	4	0	0	1	0	1
"32539"	"t4408aep"	0	3	0	2	0	0
"32540"	"t4409aep"	107	111.06	112	212.65	166.99	128.08
"32541"	"t440aep"	0	0	0	0	0	0
"32542"	"t4410aep"	0	2	1.99	1	3	1
"32543"	"t4411aep"	4	3	2	4	2	3
"32544"	"t4412aep"	2	1	0	0	0	1
"32545"	"t4413aep"	0	0	0	0	0	0
"32546"	"t4414aep"	8	12	7	27	13	13
"32547"	"t4415aep"	50	110.59	101	92.07	126	89
"32548"	"t4416aep"	773.8	1257	1059.98	954	1288.09	1022.6
"32549"	"t4417aep"	108	159.03	105	139	146.01	128
"32550"	"t4418aep"	0	0	0	0	0	0
"32551"	"t4419aep"	0	0	0	0	0	0
"32552"	"t441aep"	0	0	0	0	0	0
"32553"	"t4420aep"	58	51	46	83	64	46
"32554"	"t4421aep"	5	5	1	2	5	5
"32555"	"t4422aep"	826	1440.78	1328	1091	1237	1305.23
"32556"	"t4423aep"	0	0	0	0	0	0
"32557"	"t4424aep"	462.94	613	607.5	477.98	523.88	568.59
"32558"	"t4425aep"	0	0	0	0	0	0
"32559"	"t4426aep"	0	0	0	0	0	0
"32560"	"t4427aep"	15	3	5	18	9	10.65
"32561"	"t4428aep"	0	0	0	0	0	0
"32562"	"t4429aep"	0	0	0	0	0	0
"32563"	"t442aep"	0	0	0	0	0	0
"32564"	"t4430aep"	0	0	0	0	0	0
"32565"	"t4431aep"	347	339	354	520	414	369
"32566"	"t4432aep"	192	275	260	196	226	244
"32567"	"t4433aep"	29	47	37	24	35	43
"32568"	"t4434aep"	18	39	14	41	25	37
"32569"	"t4435aep"	10	9	4	10	4	8
"32570"	"t4436aep"	0	0	0	0	0	0
"32571"	"t4437aep"	0	0	0	0	0	0
"32572"	"t4438aep"	3.17	11.41	8.54	15.14	7.48	11.13
"32573"	"t4439aep"	972	1531	1366	1151.95	1302.98	1378.01
"32574"	"t443aep"	0	0	0	0	0	0
"32575"	"t4440aep"	0	0	0	0	0	0
"32576"	"t4441aep"	0	0	0	0	0	0
"32577"	"t4442aep"	0	0	0	0	0	0
"32578"	"t4443aep"	0	0	0	0	0	0
"32579"	"t4444aep"	0	0	0	0	0	0
"32580"	"t4445aep"	1215	1522.94	1607	1551.02	1593.99	1490
"32581"	"t4446aep"	0	3	2	2	5	4
"32582"	"t4447aep"	1083	1399.04	1274.94	1466.01	1406	1249
"32583"	"t4448aep"	0	0	0	0	0	0
"32584"	"t4449aep"	23.68	26.08	20	34.99	31.2	39.27
"32585"	"t444aep"	1175.93	1551	1407	1277	1335.02	1332
"32586"	"t4450aep"	3.32	1.9	0	0	0	0
"32587"	"t4451aep"	512.99	704	624	722	691.05	857
"32588"	"t4452aep"	4	1	1	5	3	3
"32589"	"t4453aep"	8.01	8.02	3.45	11	5.16	9
"32590"	"t4454aep"	2.58	0	2	5.17	0	0
"32591"	"t4455aep"	0	0	0	0	0	0
"32592"	"t4456aep"	0	0	0	0	0	0
"32593"	"t4457aep"	0	0	0	0	0	0
"32594"	"t4458aep"	0	0	0	0	0	0
"32595"	"t4459aep"	0	0	0	0	0	0
"32596"	"t445aep"	2811.29	3523.44	3434.78	3354.67	3566.24	3620.72
"32597"	"t4460aep"	15	15	14	16.99	22.01	19.73
"32598"	"t4461aep"	8	8	6	10	11	16
"32599"	"t4462aep"	0	0	0	0	0	2
"32600"	"t4463aep"	2	2	0	0	2	0
"32601"	"t4464aep"	0	0	0	0	0	0
"32602"	"t4465aep"	0	0	0	0	0	0
"32603"	"t4466aep"	0	2	0	0	1	1
"32604"	"t4467aep"	4	4	1	3	6	3
"32605"	"t4468aep"	0	0	0	0	0	1
"32606"	"t4469aep"	0	0	0	0	0	0
"32607"	"t446aep"	356	476	333.97	458	308	366
"32608"	"t4470aep"	1	2.97	0	0	1	1
"32609"	"t4471aep"	0	0	0	0	0	0
"32610"	"t4472aep"	0	0	0	0	0	0
"32611"	"t4473aep"	422	485	513	511	525.53	480
"32612"	"t4474aep"	0	0	0	0	0	0
"32613"	"t4475aep"	9	6	12	10	11	8
"32614"	"t4476aep"	0	2	1	0	0	1
"32615"	"t4477aep"	0	0	0	0	0	0
"32616"	"t4478aep"	0	0	1	0	1	0
"32617"	"t4479aep"	4.75	1	0	1	3	3
"32618"	"t447aep"	323	350.99	390	332	299	429
"32619"	"t4480aep"	0	6	1	2.61	1	3
"32620"	"t4481aep"	10	32	13	38	46	28
"32621"	"t4482aep"	5	8	16	10	12.04	14
"32622"	"t4483aep"	0	0	0	0	0	0
"32623"	"t4484aep"	0	0	0	0	0	0
"32624"	"t4485aep"	0	0	0	0	0	0
"32625"	"t4486aep"	0	0	0	0	0	0
"32626"	"t4487aep"	18	20	6.98	25.09	20	17.8
"32627"	"t4488aep"	0	0	0	0	0	0
"32628"	"t4489aep"	19	22	11	30	19	17
"32629"	"t448aep"	202.2	176.09	130.64	221.12	203.66	131.63
"32630"	"t4490aep"	3	0	1	1	1	2.02
"32631"	"t4491aep"	287	410.01	386	368	416	387
"32632"	"t4492aep"	1	1	0	6	3	6
"32633"	"t4493aep"	0	0	0	0	0	0
"32634"	"t4494aep"	1	1	3	10	3	3
"32635"	"t4495aep"	11	11	17	8	9	9
"32636"	"t4496aep"	2	0	0	1	0	0
"32637"	"t4497aep"	529.95	643.84	643	669	575.76	720
"32638"	"t4498aep"	1	3	2	1	3	0
"32639"	"t4499aep"	4	6	2	5	7	5
"32640"	"t449aep"	713	686	680	864	649	909
"32641"	"t44aep"	0	0	0	0	0	0
"32642"	"t4500aep"	396	526.96	506	524	562.63	564.97
"32643"	"t4501aep"	1100	1348.44	1173.09	1228.97	1307	1484.85
"32644"	"t4502aep"	0	0	0	0	0	0
"32645"	"t4503aep"	0	1	0	1	0	4
"32646"	"t4504aep"	489	498.01	484	621.2	558	544
"32647"	"t4505aep"	53	45	45	89	37	49
"32648"	"t4506aep"	0	0	0	0	0	0
"32649"	"t4507aep"	0	0	0	0	0	0
"32650"	"t4508aep"	0	1	1	1	0	2
"32651"	"t4509aep"	2	9.77	4	8	9	9.06
"32652"	"t450aep"	2	2	2	1	2	1
"32653"	"t4510aep"	2	3	0	2	1	3
"32654"	"t4511aep"	1298.27	1551.58	1508.87	1415.14	1533.96	1587.05
"32655"	"t4512aep"	5182.09	5593.27	6094.97	5671.96	6022.03	5547
"32656"	"t4513aep"	1691.44	1979.97	1887.83	1890.56	1878.64	1946.01
"32657"	"t4514aep"	0	0	0	0	0	0
"32658"	"t4515aep"	155	224	183	194	198	235.13
"32659"	"t4516aep"	1	2	1	2	1	1
"32660"	"t4517aep"	5514.24	8388.92	8297.91	6220.47	7943.18	7445.95
"32661"	"t4518aep"	13	20	15	15	12	19
"32662"	"t4519aep"	6	2	7	6	4	4
"32663"	"t451aep"	243	411	343.75	324.57	384	404
"32664"	"t4520aep"	2553.07	3071.04	2437.23	3239.79	2995.3	3016.65
"32665"	"t4521aep"	77	99	81	84	95	72
"32666"	"t4522aep"	2928.92	3480.01	3062.94	3620.99	3981.64	3357
"32667"	"t4523aep"	657	951	848	908	877	945
"32668"	"t4524aep"	4686.99	5256.28	4643.7	5579.2	5037.45	4585.55
"32669"	"t4525aep"	41086.45	59442.19	65845.44	45203.29	57447.31	53617.37
"32670"	"t4526aep"	1309.89	1562	1458	1628	1464.58	1655.3
"32671"	"t4527aep"	722.4	1443.99	1475	1103	1362.3	1437
"32672"	"t4528aep"	0	0	0	0	0	0
"32673"	"t4529aep"	3	3.01	4	3	4	3
"32674"	"t452aep"	1800	1641	1299.99	2293.12	1675.13	2008.38
"32675"	"t4530aep"	3923.1	3897.02	3198	5085.54	3872.14	5247.03
"32676"	"t4531aep"	3402.15	4010.66	3135.01	4273	3809	4580.74
"32677"	"t4532aep"	0	0	0	0	0	0
"32678"	"t4533aep"	2687.24	3424.02	3194.38	2732	3194.54	2945.76
"32679"	"t4534aep"	1372.13	1637.46	1495	1520.98	1664	1403.22
"32680"	"t4535aep"	1127	1446.17	1511.98	1316	1437	1393
"32681"	"t4536aep"	617	846	821	731	708	744
"32682"	"t4537aep"	2118.4	3204.97	2336.73	2625	2732.4	2859
"32683"	"t4538aep"	5	5	5	12	1	4
"32684"	"t4539aep"	1970.19	2361.12	2347.04	2519.1	2528.99	2291.37
"32685"	"t453aep"	31	36	24	29	30	23
"32686"	"t4540aep"	32607.53	45177.39	44039	38542.5	44753.23	42527.06
"32687"	"t4541aep"	38117.35	59916.28	58031.89	38124.97	57009.6	55083.77
"32688"	"t4542aep"	89	122.68	83.63	112.96	125	126.35
"32689"	"t4543aep"	11	16	9	24	11.06	14.07
"32690"	"t4544aep"	1802.41	2503.13	2613.86	1809.99	2271	2147
"32691"	"t4545aep"	1780.96	2928.25	2283.82	2513.03	2614.06	2660.18
"32692"	"t4546aep"	0	0	0	0	0	0
"32693"	"t4547aep"	0	0	0	0	0	0
"32694"	"t4548aep"	0	0	0	0	0	0
"32695"	"t4549aep"	1763.33	2226	2188.58	1995.93	2187.29	1994.69
"32696"	"t454aep"	1098.72	1443	1249.23	1411	1314.77	1439.95
"32697"	"t4550aep"	1098	1539	1454	1142	1420	1521
"32698"	"t4551aep"	3805.78	4474.91	3712.33	4516.45	4269.09	4675.75
"32699"	"t4552aep"	0	0	0	0	0	0
"32700"	"t4553aep"	82	140	155	115.72	122	138
"32701"	"t4554aep"	548.15	761.24	580	701.08	672.17	627
"32702"	"t4555aep"	13	12	5	8	5	5
"32703"	"t4556aep"	3080.99	3967.28	3578	4060.25	3970.3	3748.28
"32704"	"t4557aep"	178	324	295	256	274	276
"32705"	"t4558aep"	1334.06	1198.06	916	1823.1	1323.02	1651.03
"32706"	"t4559aep"	2574.99	3010.56	2661.19	3327.54	2874.48	3006.96
"32707"	"t455aep"	979.94	1291	1334	1175	1154.13	1302
"32708"	"t4560aep"	158970.35	207506.01	180313.79	185566.28	191861.38	201154.93
"32709"	"t4561aep"	0	0	0	0	0	0
"32710"	"t4562aep"	479	629.01	533.09	591.06	546	565
"32711"	"t4563aep"	1488.93	1928	1197.04	1864	1672	1961.81
"32712"	"t4564aep"	2203.32	2316	1866.2	2916	2595.15	2024
"32713"	"t4565aep"	11	2	4	7	2	6
"32714"	"t4566aep"	1	3.98	2	1	0	1.13
"32715"	"t4567aep"	2	4	2	3	2	0
"32716"	"t4568aep"	0	0	0	0	0	0
"32717"	"t4569aep"	19	12	7	13	15	15.24
"32718"	"t456aep"	0	0	0	0	0	0
"32719"	"t4570aep"	5.95	1	3.37	9	7	3
"32720"	"t4571aep"	3	4	3	3	3	2
"32721"	"t4572aep"	0	0	0	0	0	0
"32722"	"t4573aep"	0	0	0	0	0	0
"32723"	"t4574aep"	0	0	0	0	0	0
"32724"	"t4575aep"	0	0	0	0	0	0
"32725"	"t4576aep"	1	2	0	3	1	3
"32726"	"t4577aep"	120.02	108.82	136.85	139.72	130.87	137.9
"32727"	"t4578aep"	0	0	0	0	0	0
"32728"	"t4579aep"	0	2	0	1	1	1
"32729"	"t457aep"	0	0	0	0	0	0
"32730"	"t4580aep"	0	0	0	0	1	0
"32731"	"t4581aep"	0	0	0	0	0	0
"32732"	"t4582aep"	0	0	0	0	0	0
"32733"	"t4583aep"	2.93	1	1	2	9	2
"32734"	"t4584aep"	0	0	0	0	0	0
"32735"	"t4585aep"	5	7	1	4	4	4
"32736"	"t4586aep"	0	0	0	0	0	0
"32737"	"t4587aep"	10	15	15	16	11	14
"32738"	"t4588aep"	649	739.9	622	860	677	734.47
"32739"	"t4589aep"	1	0	1	2	1	0
"32740"	"t458aep"	56	93	66	71	72	67
"32741"	"t4590aep"	1	2	3	2	2	6
"32742"	"t4591aep"	0	0	0	0	0	0
"32743"	"t4592aep"	2	4	2	2	2	1
"32744"	"t4593aep"	0	0	0	0	0	0
"32745"	"t4594aep"	0	0	0	0	0	0
"32746"	"t4595aep"	1	2	5	9	3	2
"32747"	"t4596aep"	1	1	1	6	3	4
"32748"	"t4597aep"	70	45.7	38.02	103.98	31	83
"32749"	"t4598aep"	7.8	6	6	18.13	12.25	2.86
"32750"	"t4599aep"	1623	1869.31	1985.05	2068	1831	2008
"32751"	"t459aep"	0	0	0	0	0	0
"32752"	"t45aep"	850	870	625	1146.56	881	1032
"32753"	"t4600aep"	0	0	0	0	0	0
"32754"	"t4601aep"	96.84	78.07	49.03	124.12	86.64	76.6
"32755"	"t4602aep"	6.02	12	5	10	6	8
"32756"	"t4603aep"	6	7	7	8	9	9
"32757"	"t4604aep"	133	154	196.68	125.65	173	183
"32758"	"t4605aep"	482	640	637	670	591.02	688
"32759"	"t4606aep"	66	70	54	109	113	66
"32760"	"t4607aep"	4	6.01	4	4	7	11
"32761"	"t4608aep"	1	5.62	1.03	1.24	2.71	5.99
"32762"	"t4609aep"	1479.5	2162	2128	1800.88	2041.92	1918.8
"32763"	"t460aep"	248	313	315	276.11	305	345.99
"32764"	"t4610aep"	130	138	138	167	131	143.9
"32765"	"t4611aep"	0	0	0	1	0	2
"32766"	"t4612aep"	2009.01	2917.48	2552.94	2615	2807.08	2804.95
"32767"	"t4613aep"	776	867	771	947.02	831	851
"32768"	"t4614aep"	1	1	0	2	1	0
"32769"	"t4615aep"	1	4	1	0	1	2
"32770"	"t4616aep"	7.46	15.05	6.68	11.73	20.72	7.02
"32771"	"t4617aep"	0	0	0	0	0	0
"32772"	"t4618aep"	0	1	5	2	0	1
"32773"	"t4619aep"	9.97	7	4	4	4.86	7.63
"32774"	"t461aep"	0	0	0	0	0	0
"32775"	"t4620aep"	0	0	0	0	0	0
"32776"	"t4621aep"	84	154	210	127	180	197.2
"32777"	"t4622aep"	0	0	0	0	0	0
"32778"	"t4623aep"	0	0	0	0	0	0
"32779"	"t4624aep"	1004	1529.79	1447	1111	1445.05	1285.99
"32780"	"t4625aep"	0	0	0	0	0	0
"32781"	"t4626aep"	10	12	1.08	8	5	5.99
"32782"	"t4627aep"	0	0	0	0	0	0
"32783"	"t4628aep"	0	0	0	0	0	0
"32784"	"t4629aep"	0	0	0	0	0	0
"32785"	"t462aep"	19473.74	27027.95	28425.41	21821.19	26968.78	23508.77
"32786"	"t4630aep"	0	0	0	0	0	0
"32787"	"t4631aep"	6	4	5	11	4	16
"32788"	"t4632aep"	247.43	291	295	321	281	309
"32789"	"t4633aep"	0	0	0	0	0	0
"32790"	"t4634aep"	0	0	0	0	0	0
"32791"	"t4635aep"	7	0	2	4	2	0
"32792"	"t4636aep"	6	8	6	4	7	7
"32793"	"t4637aep"	3	4	2	2	2	7.89
"32794"	"t4638aep"	9	6	7	14	4	12
"32795"	"t4639aep"	3	1	1	5	1	0
"32796"	"t463aep"	0	0	0	0	0	0
"32797"	"t4640aep"	0	4	5	5	2	7
"32798"	"t4641aep"	1409	1826.79	1507	1771.07	1719	1762.73
"32799"	"t4642aep"	1	1	3	0	2	1
"32800"	"t4643aep"	4	1	0	4	4	2
"32801"	"t4644aep"	185	262	227	170	183	262
"32802"	"t4645aep"	1594	1467.34	1301.47	1958.97	1454	1988
"32803"	"t4646aep"	0	0	0	0	0	0
"32804"	"t4647aep"	907.03	1066.81	817.11	1300.57	1034.16	1278.28
"32805"	"t4648aep"	3110.78	4022.79	3494.34	3700.86	3703.79	3666.74
"32806"	"t4649aep"	0	0	0	0	0	0
"32807"	"t464aep"	1144.15	1774.45	1551	1499.08	1635.93	1567.06
"32808"	"t4650aep"	2	0	1.94	4.97	4	2
"32809"	"t4651aep"	56195.03	82886.19	85091.33	70321.35	79400.3	76938.69
"32810"	"t4652aep"	2	1	2	0	0	0
"32811"	"t4653aep"	1	0	0.49	0.92	0.99	1
"32812"	"t4654aep"	2	2	3	2	2	6
"32813"	"t4655aep"	0	0	0	0	0	0
"32814"	"t4656aep"	0	0	0	0	0	0
"32815"	"t4657aep"	7275.09	10901.28	10238.45	7894.98	10144.49	9868.18
"32816"	"t4658aep"	0	0	0	0	0	0
"32817"	"t4659aep"	1116.14	919.76	702	1471	968.2	1260.4
"32818"	"t465aep"	1038.64	888.1	541.12	1325.68	917.85	981.05
"32819"	"t4660aep"	0	2	1	2	3	4
"32820"	"t4661aep"	0	0	0	0	0	0
"32821"	"t4662aep"	0	1	0	1	1	0
"32822"	"t4663aep"	0	0	0	0	0	0
